,Date,Open
0,03.04.2020,1336
1,03.03.2020,1336
2,03.02.2020,1332
3,02.28.2020,1359
4,02.27.2020,1438
5,02.26.2020,1442
6,02.25.2020,1504
7,02.21.2020,1525
8,02.20.2020,1546
9,02.19.2020,1525
10,02.18.2020,1540
11,02.17.2020,1535
12,02.14.2020,1541
13,02.13.2020,1553
14,02.12.2020,1542
15,02.11.2020,1509
16,02.10.2020,1517
17,02.07.2020,1542
18,02.06.2020,1569
19,02.05.2020,1550
20,02.04.2020,1523
21,02.03.2020,1509
22,01.31.2020,1559
23,01.30.2020,1565
24,01.29.2020,1581
25,01.28.2020,1549
26,01.27.2020,1584
27,01.24.2020,1601
28,01.23.2020,1611
29,01.22.2020,1635
30,01.21.2020,1644
31,01.20.2020,1640
32,01.17.2020,1615
33,01.16.2020,1608
34,01.15.2020,1604
35,01.14.2020,1622
36,01.13.2020,1612
37,01.10.2020,1602
38,01.09.2020,1597
39,01.08.2020,1567
40,01.06.2020,1560
41,01.03.2020,1554
42,12.30.2019,1549
43,12.27.2019,1533
44,12.26.2019,1541
45,12.25.2019,1541
46,12.24.2019,1535
47,12.23.2019,1522
48,12.20.2019,1522
49,12.19.2019,1514
50,12.18.2019,1520
51,12.17.2019,1519
52,12.16.2019,1504
53,12.13.2019,1499
54,12.12.2019,1476
55,12.11.2019,1454
56,12.10.2019,1458
57,12.09.2019,1448
58,12.06.2019,1433
59,12.05.2019,1430
60,12.04.2019,1417
61,12.03.2019,1432
62,12.02.2019,1438
63,11.29.2019,1438
64,11.28.2019,1441
65,11.27.2019,1444
66,11.26.2019,1455
67,11.25.2019,1456
68,11.22.2019,1453
69,11.21.2019,1449
70,11.20.2019,1449
71,11.19.2019,1445
72,11.18.2019,1456
73,11.15.2019,1440
74,11.14.2019,1438
75,11.13.2019,1443
76,11.12.2019,1461
77,11.11.2019,1464
78,11.08.2019,1486
79,11.07.2019,1468
80,11.06.2019,1463
81,11.05.2019,1463
82,11.01.2019,1422
83,10.31.2019,1439
84,10.30.2019,1419
85,10.29.2019,1412
86,10.28.2019,1420
87,10.25.2019,1414
88,10.24.2019,1390
89,10.23.2019,1382
90,10.22.2019,1367
91,10.21.2019,1363
92,10.18.2019,1350
93,10.17.2019,1349
94,10.16.2019,1330
95,10.15.2019,1321
96,10.14.2019,1329
97,10.11.2019,1330
98,10.10.2019,1315
99,10.09.2019,1306
100,10.08.2019,1319
101,10.07.2019,1313
102,10.04.2019,1309
103,10.03.2019,1313
104,10.02.2019,1330
105,10.01.2019,1335
106,09.30.2019,1344
107,09.27.2019,1360
108,09.26.2019,1353
109,09.25.2019,1353
110,09.24.2019,1374
111,09.23.2019,1374
112,09.20.2019,1376
113,09.19.2019,1382
114,09.18.2019,1379
115,09.17.2019,1393
116,09.16.2019,1376
117,09.13.2019,1360
118,09.12.2019,1354
119,09.11.2019,1342
120,09.10.2019,1338
121,09.09.2019,1343
122,09.06.2019,1334
123,09.05.2019,1332
124,09.04.2019,1315
125,09.03.2019,1306
126,09.02.2019,1293
127,08.30.2019,1285
128,08.29.2019,1264
129,08.28.2019,1260
130,08.27.2019,1268
131,08.26.2019,1265
132,08.23.2019,1286
133,08.22.2019,1280
134,08.21.2019,1267
135,08.20.2019,1248
136,08.19.2019,1244
137,08.16.2019,1257
138,08.15.2019,1260
139,08.14.2019,1302
140,08.13.2019,1294
141,08.12.2019,1296
142,08.09.2019,1306
143,08.08.2019,1298
144,08.07.2019,1294
145,08.06.2019,1276
146,08.05.2019,1287
147,08.02.2019,1325
148,08.01.2019,1350
149,07.31.2019,1358
150,07.30.2019,1355
151,07.29.2019,1350
152,07.26.2019,1343
153,07.25.2019,1333
154,07.24.2019,1350
155,07.23.2019,1341
156,07.22.2019,1349
157,07.19.2019,1359
158,07.18.2019,1354
159,07.17.2019,1357
160,07.16.2019,1384
161,07.15.2019,1392
162,07.12.2019,1397
163,07.11.2019,1408
164,07.10.2019,1392
165,07.09.2019,1395
166,07.08.2019,1393
167,07.05.2019,1410
168,07.04.2019,1404
169,07.03.2019,1398
170,07.02.2019,1402
171,07.01.2019,1383
172,06.28.2019,1387
173,06.27.2019,1386
174,06.26.2019,1380
175,06.25.2019,1389
176,06.24.2019,1381
177,06.21.2019,1390
178,06.20.2019,1362
179,06.19.2019,1359
180,06.18.2019,1338
181,06.17.2019,1339
182,06.14.2019,1345
183,06.13.2019,1342
184,06.11.2019,1321
185,06.10.2019,1327
186,06.07.2019,1323
187,06.06.2019,1301
188,06.05.2019,1308
189,06.04.2019,1314
190,06.03.2019,1280
191,05.31.2019,1283
192,05.30.2019,1282
193,05.29.2019,1269
194,05.28.2019,1287
195,05.27.2019,1280
196,05.24.2019,1273
197,05.23.2019,1288
198,05.22.2019,1281
199,05.21.2019,1257
200,05.20.2019,1255
201,05.17.2019,1255
202,05.16.2019,1243
203,05.15.2019,1246
204,05.14.2019,1208
205,05.13.2019,1215
206,05.10.2019,1228
207,05.08.2019,1234
208,05.07.2019,1245
209,05.06.2019,1243
210,05.03.2019,1239
211,05.02.2019,1247
212,04.30.2019,1255
213,04.29.2019,1247
214,04.26.2019,1247
215,04.25.2019,1262
216,04.24.2019,1279
217,04.23.2019,1276
218,04.22.2019,1262
219,04.19.2019,1262
220,04.18.2019,1266
221,04.17.2019,1259
222,04.16.2019,1248
223,04.15.2019,1255
224,04.12.2019,1243
225,04.11.2019,1262
226,04.10.2019,1248
227,04.09.2019,1244
228,04.08.2019,1225
229,04.05.2019,1219
230,04.04.2019,1222
231,04.03.2019,1220
232,04.02.2019,1219
233,04.01.2019,1199
234,03.29.2019,1209
235,03.28.2019,1208
236,03.27.2019,1228
237,03.26.2019,1228
238,03.25.2019,1212
239,03.22.2019,1237
240,03.21.2019,1235
241,03.20.2019,1220
242,03.19.2019,1216
243,03.18.2019,1204
244,03.15.2019,1182
245,03.14.2019,1189
246,03.13.2019,1184
247,03.12.2019,1179
248,03.11.2019,1176
249,03.07.2019,1189
250,03.06.2019,1182
251,03.05.2019,1184
252,03.04.2019,1184
253,03.01.2019,1188
254,02.28.2019,1191
255,02.27.2019,1196
256,02.26.2019,1196
257,02.25.2019,1200
258,02.22.2019,1186
259,02.21.2019,1194
260,02.20.2019,1179
261,02.19.2019,1174
262,02.18.2019,1182
263,02.15.2019,1165
264,02.14.2019,1169
265,02.13.2019,1212
266,02.12.2019,1201
267,02.11.2019,1198
268,02.08.2019,1199
269,02.07.2019,1213
270,02.06.2019,1222
271,02.05.2019,1212
272,02.04.2019,1213
273,02.01.2019,1213
274,01.31.2019,1210
275,01.30.2019,1190
276,01.29.2019,1176
277,01.28.2019,1192
278,01.25.2019,1190
279,01.24.2019,1187
280,01.23.2019,1168
281,01.22.2019,1170
282,01.21.2019,1175
283,01.18.2019,1164
284,01.17.2019,1156
285,01.16.2019,1148
286,01.15.2019,1146
287,01.14.2019,1148
288,01.11.2019,1146
289,01.10.2019,1139
290,01.09.2019,1127
291,01.08.2019,1116
292,01.04.2019,1090
293,01.03.2019,1069
294,12.29.2018,1069
295,12.28.2018,1055
296,12.27.2018,1062
297,12.26.2018,1051
298,12.25.2018,1064
299,12.24.2018,1073
300,12.21.2018,1084
301,12.20.2018,1096
302,12.19.2018,1099
303,12.18.2018,1110
304,12.17.2018,1115
305,12.14.2018,1130
306,12.13.2018,1123
307,12.12.2018,1135
308,12.11.2018,1133
309,12.10.2018,1151
310,12.07.2018,1137
311,12.06.2018,1154
312,12.05.2018,1142
313,12.04.2018,1156
314,12.03.2018,1131
315,11.30.2018,1139
316,11.29.2018,1123
317,11.28.2018,1099
318,11.27.2018,1085
319,11.26.2018,1115
320,11.23.2018,1136
321,11.22.2018,1131
322,11.21.2018,1113
323,11.20.2018,1139
324,11.19.2018,1134
325,11.16.2018,1140
326,11.15.2018,1119
327,11.14.2018,1095
328,11.13.2018,1108
329,11.12.2018,1113
330,11.09.2018,1145
331,11.08.2018,1161
332,11.07.2018,1148
333,11.06.2018,1133
334,11.02.2018,1133
335,11.01.2018,1125
336,10.31.2018,1108
337,10.30.2018,1105
338,10.29.2018,1097
339,10.26.2018,1118
340,10.25.2018,1114
341,10.24.2018,1111
342,10.23.2018,1111
343,10.22.2018,1129
344,10.19.2018,1139
345,10.18.2018,1158
346,10.17.2018,1168
347,10.16.2018,1145
348,10.15.2018,1146
349,10.12.2018,1127
350,10.11.2018,1123
351,10.10.2018,1162
352,10.09.2018,1163
353,10.08.2018,1159
354,10.05.2018,1155
355,10.04.2018,1192
356,10.03.2018,1178
357,10.02.2018,1200
358,10.01.2018,1192
359,09.28.2018,1184
360,09.27.2018,1160
361,09.26.2018,1169
362,09.25.2018,1163
363,09.24.2018,1150
364,09.21.2018,1141
365,09.20.2018,1134
366,09.19.2018,1124
367,09.18.2018,1098
368,09.17.2018,1093
369,09.14.2018,1088
370,09.13.2018,1067
371,09.12.2018,1061
372,09.11.2018,1042
373,09.10.2018,1046
374,09.07.2018,1056
375,09.06.2018,1070
376,09.05.2018,1078
377,09.04.2018,1086
378,09.03.2018,1093
379,08.31.2018,1074
380,08.30.2018,1090
381,08.29.2018,1075
382,08.28.2018,1079
383,08.27.2018,1071
384,08.24.2018,1043
385,08.23.2018,1062
386,08.22.2018,1075
387,08.21.2018,1067
388,08.20.2018,1064
389,08.17.2018,1066
390,08.16.2018,1062
391,08.15.2018,1083
392,08.14.2018,1067
393,08.13.2018,1053
394,08.10.2018,1084
395,08.09.2018,1096
396,08.08.2018,1145
397,08.07.2018,1138
398,08.06.2018,1142
399,08.03.2018,1140
400,08.02.2018,1155
401,08.01.2018,1168
402,07.31.2018,1159
403,07.30.2018,1147
404,07.27.2018,1147
405,07.26.2018,1147
406,07.25.2018,1128
407,07.24.2018,1131
408,07.23.2018,1116
409,07.20.2018,1123
410,07.19.2018,1149
411,07.18.2018,1154
412,07.17.2018,1175
413,07.16.2018,1179
414,07.13.2018,1177
415,07.12.2018,1178
416,07.11.2018,1202
417,07.10.2018,1193
418,07.09.2018,1176
419,07.06.2018,1169
420,07.05.2018,1145
421,07.04.2018,1148
422,07.03.2018,1151
423,07.02.2018,1151
424,06.29.2018,1134
425,06.28.2018,1123
426,06.27.2018,1119
427,06.26.2018,1123
428,06.25.2018,1119
429,06.22.2018,1113
430,06.21.2018,1115
431,06.20.2018,1098
432,06.19.2018,1100
433,06.18.2018,1114
434,06.15.2018,1134
435,06.14.2018,1143
436,06.13.2018,1141
437,06.11.2018,1150
438,06.09.2018,1146
439,06.08.2018,1167
440,06.07.2018,1182
441,06.06.2018,1175
442,06.05.2018,1179
443,06.04.2018,1164
444,06.01.2018,1159
445,05.31.2018,1168
446,05.30.2018,1152
447,05.29.2018,1170
448,05.28.2018,1166
449,05.25.2018,1174
450,05.24.2018,1180
451,05.23.2018,1192
452,05.22.2018,1193
453,05.21.2018,1178
454,05.18.2018,1177
455,05.17.2018,1195
456,05.16.2018,1180
457,05.15.2018,1198
458,05.14.2018,1193
459,05.11.2018,1183
460,05.10.2018,1153
461,05.08.2018,1147
462,05.07.2018,1155
463,05.04.2018,1138
464,05.03.2018,1133
465,05.02.2018,1153
466,04.30.2018,1161
467,04.28.2018,1166
468,04.27.2018,1149
469,04.26.2018,1138
470,04.25.2018,1147
471,04.24.2018,1151
472,04.23.2018,1145
473,04.20.2018,1154
474,04.19.2018,1164
475,04.18.2018,1123
476,04.17.2018,1119
477,04.16.2018,1095
478,04.13.2018,1122
479,04.12.2018,1110
480,04.11.2018,1085
481,04.10.2018,1085
482,04.09.2018,1230
483,04.06.2018,1248
484,04.05.2018,1244
485,04.04.2018,1239
486,04.03.2018,1238
487,04.02.2018,1252
488,03.30.2018,1253
489,03.29.2018,1228
490,03.28.2018,1237
491,03.27.2018,1238
492,03.26.2018,1256
493,03.23.2018,1250
494,03.22.2018,1280
495,03.21.2018,1255
496,03.20.2018,1242
497,03.19.2018,1259
498,03.16.2018,1246
499,03.15.2018,1254
500,03.14.2018,1279
501,03.13.2018,1282
502,03.12.2018,1288
503,03.09.2018,1270
504,03.07.2018,1278
505,03.06.2018,1291
506,03.05.2018,1270
507,03.02.2018,1272
508,03.01.2018,1278
509,02.28.2018,1308
510,02.27.2018,1332
511,02.26.2018,1312
512,02.22.2018,1285
513,02.21.2018,1263
514,02.20.2018,1258
515,02.19.2018,1259
516,02.16.2018,1265
517,02.15.2018,1259
518,02.14.2018,1231
519,02.13.2018,1212
520,02.12.2018,1191
521,02.09.2018,1191
522,02.08.2018,1229
523,02.07.2018,1245
524,02.06.2018,1229
525,02.05.2018,1266
526,02.02.2018,1297
527,02.01.2018,1284
528,01.31.2018,1273
529,01.30.2018,1273
530,01.29.2018,1285
531,01.26.2018,1305
532,01.25.2018,1296
533,01.24.2018,1284
534,01.23.2018,1289
535,01.22.2018,1269
536,01.19.2018,1280
537,01.18.2018,1265
538,01.17.2018,1254
539,01.16.2018,1264
540,01.15.2018,1261
541,01.12.2018,1253
542,01.11.2018,1233
543,01.10.2018,1231
544,01.09.2018,1222
545,01.05.2018,1216
546,01.04.2018,1185
547,01.03.2018,1154
548,12.29.2017,1151
549,12.28.2017,1148
550,12.27.2017,1147
551,12.26.2017,1144
552,12.25.2017,1138
553,12.22.2017,1129
554,12.21.2017,1127
555,12.20.2017,1134
556,12.19.2017,1145
557,12.18.2017,1149
558,12.15.2017,1153
559,12.14.2017,1146
560,12.13.2017,1143
561,12.12.2017,1149
562,12.11.2017,1120
563,12.08.2017,1121
564,12.07.2017,1128
565,12.06.2017,1132
566,12.05.2017,1134
567,12.04.2017,1125
568,12.01.2017,1133
569,11.30.2017,1140
570,11.29.2017,1159
571,11.28.2017,1155
572,11.27.2017,1165
573,11.24.2017,1158
574,11.23.2017,1163
575,11.22.2017,1148
576,11.21.2017,1131
577,11.20.2017,1137
578,11.17.2017,1127
579,11.16.2017,1117
580,11.15.2017,1129
581,11.14.2017,1149
582,11.13.2017,1154
583,11.10.2017,1160
584,11.09.2017,1149
585,11.08.2017,1143
586,11.07.2017,1115
587,11.03.2017,1122
588,11.02.2017,1124
589,11.01.2017,1118
590,10.31.2017,1122
591,10.30.2017,1122
592,10.27.2017,1116
593,10.26.2017,1117
594,10.25.2017,1127
595,10.24.2017,1129
596,10.23.2017,1136
597,10.20.2017,1142
598,10.19.2017,1148
599,10.18.2017,1149
600,10.17.2017,1157
601,10.16.2017,1158
602,10.13.2017,1144
603,10.12.2017,1144
604,10.11.2017,1134
605,10.10.2017,1131
606,10.09.2017,1133
607,10.06.2017,1140
608,10.05.2017,1134
609,10.04.2017,1129
610,10.03.2017,1129
611,10.02.2017,1138
612,09.29.2017,1126
613,09.28.2017,1126
614,09.27.2017,1128
615,09.26.2017,1133
616,09.25.2017,1123
617,09.22.2017,1120
618,09.21.2017,1114
619,09.20.2017,1110
620,09.19.2017,1115
621,09.18.2017,1123
622,09.15.2017,1123
623,09.14.2017,1116
624,09.13.2017,1124
625,09.12.2017,1126
626,09.11.2017,1119
627,09.08.2017,1113
628,09.07.2017,1107
629,09.06.2017,1096
630,09.05.2017,1092
631,09.04.2017,1098
632,09.01.2017,1098
633,08.31.2017,1079
634,08.30.2017,1067
635,08.29.2017,1070
636,08.28.2017,1064
637,08.25.2017,1050
638,08.24.2017,1044
639,08.23.2017,1038
640,08.22.2017,1033
641,08.21.2017,1031
642,08.18.2017,1030
643,08.17.2017,1029
644,08.16.2017,1030
645,08.15.2017,1026
646,08.14.2017,1024
647,08.11.2017,1023
648,08.10.2017,1038
649,08.09.2017,1045
650,08.08.2017,1033
651,08.07.2017,1026
652,08.04.2017,1024
653,08.03.2017,1022
654,08.02.2017,1013
655,08.01.2017,1014
656,07.31.2017,1014
657,07.28.2017,1027
658,07.27.2017,1026
659,07.26.2017,1014
660,07.25.2017,1014
661,07.24.2017,1019
662,07.21.2017,1040
663,07.20.2017,1042
664,07.19.2017,1027
665,07.18.2017,1038
666,07.17.2017,1046
667,07.14.2017,1031
668,07.13.2017,1024
669,07.12.2017,1005
670,07.11.2017,1008
671,07.10.2017,998
672,07.07.2017,998
673,07.06.2017,1008
674,07.05.2017,1016
675,07.04.2017,1011
676,07.03.2017,1008
677,06.30.2017,996
678,06.29.2017,1008
679,06.28.2017,993
680,06.27.2017,995
681,06.26.2017,991
682,06.23.2017,977
683,06.22.2017,962
684,06.21.2017,981
685,06.20.2017,997
686,06.19.2017,992
687,06.16.2017,990
688,06.15.2017,1005
689,06.14.2017,1029
690,06.13.2017,1033
691,06.09.2017,1037
692,06.08.2017,1031
693,06.07.2017,1042
694,06.06.2017,1044
695,06.05.2017,1047
696,06.02.2017,1043
697,06.01.2017,1058
698,05.31.2017,1077
699,05.30.2017,1080
700,05.29.2017,1078
701,05.26.2017,1075
702,05.25.2017,1092
703,05.24.2017,1094
704,05.23.2017,1084
705,05.22.2017,1088
706,05.19.2017,1077
707,05.18.2017,1097
708,05.17.2017,1107
709,05.16.2017,1118
710,05.15.2017,1101
711,05.12.2017,1106
712,05.11.2017,1112
713,05.10.2017,1094
714,05.05.2017,1073
715,05.04.2017,1094
716,05.03.2017,1118
717,05.02.2017,1118
718,04.28.2017,1117
719,04.27.2017,1115
720,04.26.2017,1122
721,04.25.2017,1118
722,04.24.2017,1090
723,04.21.2017,1083
724,04.20.2017,1064
725,04.19.2017,1075
726,04.18.2017,1095
727,04.17.2017,1071
728,04.14.2017,1088
729,04.13.2017,1087
730,04.12.2017,1098
731,04.11.2017,1084
732,04.10.2017,1110
733,04.07.2017,1143
734,04.06.2017,1146
735,04.05.2017,1139
736,04.04.2017,1127
737,04.03.2017,1118
738,03.31.2017,1135
739,03.30.2017,1126
740,03.29.2017,1122
741,03.28.2017,1116
742,03.27.2017,1126
743,03.24.2017,1123
744,03.23.2017,1125
745,03.22.2017,1115
746,03.21.2017,1124
747,03.20.2017,1122
748,03.17.2017,1098
749,03.16.2017,1079
750,03.15.2017,1066
751,03.14.2017,1072
752,03.13.2017,1053
753,03.10.2017,1050
754,03.09.2017,1088
755,03.07.2017,1108
756,03.06.2017,1112
757,03.03.2017,1095
758,03.02.2017,1114
759,03.01.2017,1099
760,02.28.2017,1116
761,02.27.2017,1130
762,02.24.2017,1143
763,02.22.2017,1168
764,02.21.2017,1151
765,02.20.2017,1149
766,02.17.2017,1175
767,02.16.2017,1176
768,02.15.2017,1180
769,02.14.2017,1174
770,02.13.2017,1171
771,02.10.2017,1163
772,02.09.2017,1165
773,02.08.2017,1176
774,02.07.2017,1182
775,02.06.2017,1190
776,02.03.2017,1176
777,02.02.2017,1169
778,02.01.2017,1162
779,01.31.2017,1174
780,01.30.2017,1192
781,01.27.2017,1160
782,01.26.2017,1153
783,01.25.2017,1156
784,01.24.2017,1136
785,01.23.2017,1138
786,01.20.2017,1140
787,01.19.2017,1148
788,01.18.2017,1156
789,01.17.2017,1152
790,01.16.2017,1158
791,01.13.2017,1175
792,01.12.2017,1173
793,01.11.2017,1169
794,01.10.2017,1158
795,01.09.2017,1172
796,01.06.2017,1177
797,01.05.2017,1180
798,01.04.2017,1181
799,01.03.2017,1147
800,12.30.2016,1150
801,12.29.2016,1139
802,12.28.2016,1137
803,12.27.2016,1123
804,12.26.2016,1121
805,12.23.2016,1123
806,12.22.2016,1135
807,12.21.2016,1141
808,12.20.2016,1126
809,12.19.2016,1133
810,12.16.2016,1142
811,12.15.2016,1125
812,12.14.2016,1168
813,12.13.2016,1148
814,12.12.2016,1118
815,12.09.2016,1100
816,12.08.2016,1080
817,12.07.2016,1062
818,12.06.2016,1065
819,12.05.2016,1048
820,12.02.2016,1044
821,12.01.2016,1036
822,11.30.2016,1010
823,11.29.2016,1016
824,11.28.2016,1017
825,11.25.2016,1026
826,11.24.2016,1019
827,11.23.2016,1022
828,11.22.2016,1016
829,11.21.2016,995
830,11.18.2016,992
831,11.17.2016,987
832,11.16.2016,993
833,11.15.2016,966
834,11.14.2016,974
835,11.11.2016,983
836,11.10.2016,995
837,11.09.2016,959
838,11.08.2016,970
839,11.07.2016,973
840,11.03.2016,977
841,11.02.2016,989
842,11.01.2016,989
843,10.31.2016,992
844,10.28.2016,994
845,10.27.2016,989
846,10.26.2016,999
847,10.25.2016,995
848,10.24.2016,990
849,10.21.2016,986
850,10.20.2016,994
851,10.19.2016,988
852,10.18.2016,977
853,10.17.2016,982
854,10.14.2016,987
855,10.13.2016,995
856,10.12.2016,1005
857,10.11.2016,1016
858,10.10.2016,1003
859,10.07.2016,1007
860,10.06.2016,996
861,10.05.2016,997
862,10.04.2016,1005
863,10.03.2016,993
864,09.30.2016,993
865,09.29.2016,998
866,09.28.2016,975
867,09.27.2016,985
868,09.26.2016,985
869,09.23.2016,1000
870,09.22.2016,990
871,09.21.2016,970
872,09.20.2016,967
873,09.19.2016,960
874,09.16.2016,971
875,09.15.2016,968
876,09.14.2016,966
877,09.13.2016,985
878,09.12.2016,980
879,09.09.2016,1006
880,09.08.2016,1011
881,09.07.2016,996
882,09.06.2016,978
883,09.05.2016,972
884,09.02.2016,945
885,09.01.2016,952
886,08.31.2016,958
887,08.30.2016,967
888,08.29.2016,964
889,08.26.2016,966
890,08.25.2016,958
891,08.24.2016,969
892,08.23.2016,960
893,08.22.2016,964
894,08.19.2016,976
895,08.18.2016,972
896,08.17.2016,973
897,08.16.2016,972
898,08.15.2016,958
899,08.12.2016,957
900,08.11.2016,942
901,08.10.2016,951
902,08.09.2016,952
903,08.08.2016,936
904,08.05.2016,932
905,08.04.2016,915
906,08.03.2016,904
907,08.02.2016,916
908,08.01.2016,930
909,07.29.2016,923
910,07.28.2016,925
911,07.27.2016,926
912,07.26.2016,930
913,07.25.2016,937
914,07.22.2016,941
915,07.21.2016,948
916,07.20.2016,949
917,07.19.2016,962
918,07.18.2016,961
919,07.15.2016,968
920,07.14.2016,956
921,07.13.2016,955
922,07.12.2016,939
923,07.11.2016,931
924,07.08.2016,914
925,07.07.2016,925
926,07.06.2016,926
927,07.05.2016,938
928,07.04.2016,937
929,07.01.2016,931
930,06.30.2016,931
931,06.29.2016,915
932,06.28.2016,890
933,06.27.2016,909
934,06.24.2016,920
935,06.23.2016,919
936,06.22.2016,942
937,06.21.2016,932
938,06.20.2016,917
939,06.17.2016,898
940,06.16.2016,905
941,06.15.2016,897
942,06.14.2016,916
943,06.10.2016,943
944,06.09.2016,966
945,06.08.2016,952
946,06.07.2016,925
947,06.06.2016,908
948,06.03.2016,892
949,06.02.2016,889
950,06.01.2016,897
951,05.31.2016,927
952,05.30.2016,920
953,05.27.2016,915
954,05.26.2016,916
955,05.25.2016,899
956,05.24.2016,880
957,05.23.2016,891
958,05.20.2016,896
959,05.19.2016,910
960,05.18.2016,928
961,05.17.2016,928
962,05.16.2016,920
963,05.13.2016,923
