,Date,Open
964,05.12.2016,926
965,05.11.2016,898
966,05.10.2016,905
967,05.06.2016,911
968,05.05.2016,911
969,05.04.2016,941
970,04.29.2016,959
971,04.28.2016,936
972,04.27.2016,943
973,04.26.2016,924
974,04.25.2016,930
975,04.22.2016,920
976,04.21.2016,952
977,04.20.2016,920
978,04.19.2016,903
979,04.18.2016,896
980,04.15.2016,911
981,04.14.2016,917
982,04.13.2016,912
983,04.12.2016,899
984,04.11.2016,880
985,04.08.2016,862
986,04.07.2016,869
987,04.06.2016,856
988,04.05.2016,852
989,04.04.2016,864
990,04.01.2016,874
991,03.31.2016,860
992,03.30.2016,857
993,03.29.2016,850
994,03.28.2016,861
995,03.25.2016,859
996,03.24.2016,858
997,03.23.2016,886
998,03.22.2016,885
999,03.21.2016,878
1000,03.18.2016,875
1001,03.17.2016,854
1002,03.16.2016,823
1003,03.15.2016,842
1004,03.14.2016,845
1005,03.11.2016,832
1006,03.10.2016,835
1007,03.09.2016,837
1008,03.07.2016,823
1009,03.04.2016,802
1010,03.03.2016,792
1011,03.02.2016,795
1012,03.01.2016,771
1013,02.29.2016,749
1014,02.26.2016,759
1015,02.25.2016,749
1016,02.24.2016,757
1017,02.22.2016,733
1018,02.20.2016,729
1019,02.19.2016,741
1020,02.18.2016,742
1021,02.17.2016,708
1022,02.16.2016,713
1023,02.15.2016,698
1024,02.12.2016,678
1025,02.11.2016,692
1026,02.10.2016,681
1027,02.09.2016,697
1028,02.08.2016,724
1029,02.05.2016,732
1030,02.04.2016,723
1031,02.03.2016,692
1032,02.02.2016,721
1033,02.01.2016,744
1034,01.29.2016,731
1035,01.28.2016,707
1036,01.27.2016,686
1037,01.26.2016,671
1038,01.25.2016,696
1039,01.22.2016,645
1040,01.21.2016,631
1041,01.20.2016,653
1042,01.19.2016,649
1043,01.18.2016,649
1044,01.15.2016,693
1045,01.14.2016,690
1046,01.13.2016,694
1047,01.12.2016,693
1048,01.11.2016,723
1049,01.06.2016,753
1050,01.05.2016,747
1051,01.04.2016,755
1052,12.30.2015,769
1053,12.29.2015,754
1054,12.28.2015,772
1055,12.25.2015,781
1056,12.24.2015,790
1057,12.23.2015,760
1058,12.22.2015,760
1059,12.21.2015,765
1060,12.18.2015,788
1061,12.17.2015,786
1062,12.16.2015,785
1063,12.15.2015,764
1064,12.14.2015,768
1065,12.11.2015,789
1066,12.10.2015,787
1067,12.09.2015,780
1068,12.08.2015,789
1069,12.07.2015,812
1070,12.04.2015,831
1071,12.03.2015,827
1072,12.02.2015,839
1073,12.01.2015,845
1074,11.30.2015,851
1075,11.27.2015,873
1076,11.26.2015,881
1077,11.25.2015,870
1078,11.24.2015,894
1079,11.23.2015,887
1080,11.20.2015,881
1081,11.19.2015,885
1082,11.18.2015,864
1083,11.17.2015,834
1084,11.16.2015,815
1085,11.13.2015,824
1086,11.12.2015,839
1087,11.11.2015,852
1088,11.10.2015,853
1089,11.09.2015,856
1090,11.06.2015,878
1091,11.05.2015,889
1092,11.03.2015,856
1093,11.02.2015,843
1094,10.30.2015,837
1095,10.29.2015,852
1096,10.28.2015,837
1097,10.27.2015,856
1098,10.26.2015,873
1099,10.23.2015,863
1100,10.22.2015,855
1101,10.21.2015,873
1102,10.20.2015,868
1103,10.19.2015,881
1104,10.16.2015,885
1105,10.15.2015,867
1106,10.14.2015,858
1107,10.13.2015,866
1108,10.12.2015,883
1109,10.09.2015,865
1110,10.08.2015,841
1111,10.07.2015,831
1112,10.06.2015,804
1113,10.05.2015,769
1114,10.02.2015,781
1115,10.01.2015,791
1116,09.30.2015,784
1117,09.29.2015,769
1118,09.28.2015,788
1119,09.25.2015,771
1120,09.24.2015,779
1121,09.23.2015,792
1122,09.22.2015,810
1123,09.21.2015,814
1124,09.18.2015,828
1125,09.17.2015,836
1126,09.16.2015,811
1127,09.15.2015,807
1128,09.14.2015,797
1129,09.11.2015,800
1130,09.10.2015,789
1131,09.09.2015,797
1132,09.08.2015,777
1133,09.07.2015,787
1134,09.04.2015,801
1135,09.03.2015,796
1136,09.02.2015,799
1137,09.01.2015,844
1138,08.31.2015,826
1139,08.28.2015,809
1140,08.27.2015,762
1141,08.26.2015,756
1142,08.25.2015,727
1143,08.24.2015,747
1144,08.21.2015,788
1145,08.20.2015,791
1146,08.19.2015,809
1147,08.18.2015,824
1148,08.17.2015,831
1149,08.14.2015,828
1150,08.13.2015,833
1151,08.12.2015,829
1152,08.11.2015,850
1153,08.10.2015,832
1154,08.07.2015,824
1155,08.06.2015,839
1156,08.05.2015,838
1157,08.04.2015,828
1158,08.03.2015,852
1159,07.31.2015,863
1160,07.30.2015,868
1161,07.29.2015,843
1162,07.28.2015,838
1163,07.27.2015,859
1164,07.24.2015,882
1165,07.23.2015,896
1166,07.22.2015,904
1167,07.21.2015,899
1168,07.20.2015,912
1169,07.17.2015,916
1170,07.16.2015,907
1171,07.15.2015,909
1172,07.14.2015,914
1173,07.13.2015,903
1174,07.10.2015,890
1175,07.09.2015,876
1176,07.08.2015,890
1177,07.07.2015,899
1178,07.06.2015,914
1179,07.03.2015,931
1180,07.02.2015,927
1181,07.01.2015,940
1182,06.30.2015,926
1183,06.29.2015,938
1184,06.26.2015,940
1185,06.25.2015,951
1186,06.24.2015,966
1187,06.23.2015,978
1188,06.22.2015,969
1189,06.19.2015,980
1190,06.18.2015,973
1191,06.17.2015,978
1192,06.16.2015,957
1193,06.15.2015,947
1194,06.11.2015,958
1195,06.10.2015,944
1196,06.09.2015,926
1197,06.08.2015,924
1198,06.05.2015,916
1199,06.04.2015,946
1200,06.03.2015,977
1201,06.02.2015,953
1202,06.01.2015,975
1203,05.29.2015,992
1204,05.28.2015,1008
1205,05.27.2015,1022
1206,05.26.2015,1044
1207,05.25.2015,1050
1208,05.22.2015,1044
1209,05.21.2015,1035
1210,05.20.2015,1056
1211,05.19.2015,1076
1212,05.18.2015,1075
1213,05.15.2015,1057
1214,05.14.2015,1077
1215,05.13.2015,1072
1216,05.12.2015,1058
1217,05.08.2015,1058
1218,05.07.2015,1059
1219,05.06.2015,1074
1220,05.05.2015,1033
1221,04.30.2015,1031
1222,04.29.2015,1027
1223,04.28.2015,1016
1224,04.27.2015,1041
1225,04.24.2015,1030
1226,04.23.2015,1009
1227,04.22.2015,1004
1228,04.21.2015,995
1229,04.20.2015,1004
1230,04.17.2015,1065
1231,04.16.2015,1060
1232,04.15.2015,1017
1233,04.14.2015,1011
1234,04.13.2015,984
1235,04.10.2015,1008
1236,04.09.2015,987
1237,04.08.2015,969
1238,04.07.2015,967
1239,04.06.2015,934
1240,04.03.2015,934
1241,04.02.2015,908
1242,04.01.2015,878
1243,03.31.2015,881
1244,03.30.2015,855
1245,03.27.2015,870
1246,03.26.2015,889
1247,03.25.2015,882
1248,03.24.2015,859
1249,03.23.2015,868
1250,03.20.2015,845
1251,03.19.2015,866
1252,03.18.2015,826
1253,03.17.2015,816
1254,03.16.2015,825
1255,03.13.2015,856
1256,03.12.2015,855
1257,03.11.2015,842
1258,03.10.2015,896
1259,03.06.2015,913
1260,03.05.2015,896
1261,03.04.2015,918
1262,03.03.2015,899
1263,03.02.2015,901
1264,02.27.2015,905
1265,02.26.2015,897
1266,02.25.2015,888
1267,02.24.2015,897
1268,02.20.2015,912
1269,02.19.2015,927
1270,02.18.2015,906
1271,02.17.2015,897
1272,02.16.2015,912
1273,02.13.2015,876
1274,02.12.2015,853
1275,02.11.2015,845
1276,02.10.2015,836
1277,02.09.2015,827
1278,02.06.2015,805
1279,02.05.2015,765
1280,02.04.2015,797
1281,02.03.2015,752
1282,02.02.2015,754
1283,01.30.2015,751
1284,01.29.2015,762
1285,01.28.2015,790
1286,01.27.2015,756
1287,01.26.2015,815
1288,01.23.2015,821
1289,01.22.2015,782
1290,01.21.2015,760
1291,01.20.2015,765
1292,01.19.2015,769
1293,01.16.2015,754
1294,01.15.2015,756
1295,01.14.2015,738
1296,01.13.2015,755
1297,01.12.2015,776
1298,01.09.2015,810
1299,01.08.2015,746
1300,01.06.2015,755
1301,01.05.2015,785
1302,12.30.2014,774
1303,12.29.2014,827
1304,12.26.2014,845
1305,12.25.2014,820
1306,12.24.2014,800
1307,12.23.2014,811
1308,12.22.2014,779
1309,12.19.2014,753
1310,12.18.2014,739
1311,12.17.2014,667
1312,12.16.2014,710
1313,12.15.2014,792
1314,12.12.2014,814
1315,12.11.2014,855
1316,12.10.2014,861
1317,12.09.2014,867
1318,12.08.2014,912
1319,12.05.2014,917
1320,12.04.2014,948
1321,12.03.2014,925
1322,12.02.2014,964
1323,12.01.2014,963
1324,11.28.2014,997
1325,11.27.2014,1024
1326,11.26.2014,1045
1327,11.25.2014,1073
1328,11.24.2014,1060
1329,11.21.2014,1043
1330,11.20.2014,1021
1331,11.19.2014,1020
1332,11.18.2014,1007
1333,11.17.2014,1001
1334,11.14.2014,1008
1335,11.13.2014,1042
1336,11.12.2014,1030
1337,11.11.2014,1042
1338,11.10.2014,1011
1339,11.07.2014,1011
1340,11.06.2014,1050
1341,11.05.2014,1071
1342,11.03.2014,1085
1343,10.31.2014,1103
1344,10.30.2014,1056
1345,10.29.2014,1052
1346,10.28.2014,1039
1347,10.27.2014,1041
1348,10.24.2014,1035
1349,10.23.2014,1045
1350,10.22.2014,1066
1351,10.21.2014,1054
1352,10.20.2014,1075
1353,10.17.2014,1051
1354,10.16.2014,1068
1355,10.15.2014,1072
1356,10.14.2014,1077
1357,10.13.2014,1061
1358,10.10.2014,1081
1359,10.09.2014,1092
1360,10.08.2014,1102
1361,10.07.2014,1120
1362,10.06.2014,1096
1363,10.03.2014,1093
1364,10.02.2014,1111
1365,10.01.2014,1122
1366,09.30.2014,1127
1367,09.29.2014,1159
1368,09.26.2014,1171
1369,09.25.2014,1191
1370,09.24.2014,1168
1371,09.23.2014,1152
1372,09.22.2014,1168
1373,09.19.2014,1188
1374,09.18.2014,1189
1375,09.17.2014,1199
1376,09.16.2014,1195
1377,09.15.2014,1212
1378,09.12.2014,1217
1379,09.11.2014,1242
1380,09.10.2014,1243
1381,09.09.2014,1246
1382,09.08.2014,1254
1383,09.05.2014,1237
1384,09.04.2014,1241
1385,09.03.2014,1179
1386,09.02.2014,1177
1387,09.01.2014,1192
1388,08.29.2014,1218
1389,08.28.2014,1259
1390,08.27.2014,1262
1391,08.26.2014,1267
1392,08.25.2014,1260
1393,08.22.2014,1275
1394,08.21.2014,1256
1395,08.20.2014,1251
1396,08.19.2014,1244
1397,08.18.2014,1233
1398,08.15.2014,1231
1399,08.14.2014,1221
1400,08.13.2014,1198
1401,08.12.2014,1203
1402,08.11.2014,1181
1403,08.08.2014,1156
1404,08.07.2014,1158
1405,08.06.2014,1189
1406,08.05.2014,1213
1407,08.04.2014,1213
1408,08.01.2014,1215
1409,07.31.2014,1223
1410,07.30.2014,1202
1411,07.29.2014,1208
1412,07.28.2014,1242
1413,07.25.2014,1264
1414,07.24.2014,1269
1415,07.23.2014,1268
1416,07.22.2014,1244
1417,07.21.2014,1277
1418,07.18.2014,1278
1419,07.17.2014,1336
1420,07.16.2014,1342
1421,07.15.2014,1358
1422,07.14.2014,1379
1423,07.11.2014,1384
1424,07.10.2014,1408
1425,07.09.2014,1391
1426,07.08.2014,1383
1427,07.07.2014,1359
1428,07.04.2014,1389
1429,07.03.2014,1391
1430,07.02.2014,1361
1431,07.01.2014,1361
1432,06.30.2014,1379
1433,06.27.2014,1378
1434,06.26.2014,1385
1435,06.25.2014,1412
1436,06.24.2014,1373
1437,06.23.2014,1361
1438,06.20.2014,1368
1439,06.19.2014,1372
1440,06.18.2014,1344
1441,06.17.2014,1357
1442,06.16.2014,1356
1443,06.11.2014,1367
1444,06.10.2014,1363
1445,06.09.2014,1359
1446,06.06.2014,1337
1447,06.05.2014,1326
1448,06.04.2014,1321
1449,06.03.2014,1318
1450,06.02.2014,1297
1451,05.30.2014,1315
1452,05.29.2014,1301
1453,05.28.2014,1297
1454,05.27.2014,1335
1455,05.26.2014,1328
1456,05.23.2014,1311
1457,05.22.2014,1322
1458,05.21.2014,1298
1459,05.20.2014,1291
1460,05.19.2014,1262
1461,05.16.2014,1250
1462,05.15.2014,1262
1463,05.14.2014,1254
1464,05.13.2014,1234
1465,05.12.2014,1233
1466,05.08.2014,1230
1467,05.07.2014,1169
1468,05.06.2014,1144
1469,05.05.2014,1144
1470,05.02.2014,1151
1471,04.30.2014,1153
1472,04.29.2014,1149
1473,04.28.2014,1114
1474,04.25.2014,1140
1475,04.24.2014,1174
1476,04.23.2014,1178
1477,04.22.2014,1186
1478,04.21.2014,1200
1479,04.18.2014,1194
1480,04.17.2014,1157
1481,04.16.2014,1146
1482,04.15.2014,1175
1483,04.14.2014,1200
1484,04.11.2014,1199
1485,04.10.2014,1196
1486,04.09.2014,1195
1487,04.08.2014,1194
1488,04.07.2014,1225
1489,04.04.2014,1213
1490,04.03.2014,1222
1491,04.02.2014,1236
1492,04.01.2014,1227
1493,03.31.2014,1187
1494,03.28.2014,1180
1495,03.27.2014,1193
1496,03.26.2014,1176
1497,03.25.2014,1135
1498,03.24.2014,1135
1499,03.21.2014,1127
1500,03.20.2014,1142
1501,03.19.2014,1160
1502,03.18.2014,1121
1503,03.17.2014,1070
1504,03.14.2014,1064
1505,03.13.2014,1104
1506,03.12.2014,1126
1507,03.11.2014,1153
1508,03.07.2014,1163
1509,03.06.2014,1182
1510,03.05.2014,1188
1511,03.04.2014,1121
1512,03.03.2014,1239
1513,02.28.2014,1262
1514,02.27.2014,1285
1515,02.26.2014,1306
1516,02.25.2014,1321
1517,02.24.2014,1315
1518,02.21.2014,1305
1519,02.20.2014,1300
1520,02.19.2014,1342
1521,02.18.2014,1347
1522,02.17.2014,1343
1523,02.14.2014,1321
1524,02.13.2014,1353
1525,02.12.2014,1341
1526,02.11.2014,1336
1527,02.10.2014,1341
1528,02.07.2014,1330
1529,02.06.2014,1317
1530,02.05.2014,1291
1531,02.04.2014,1293
1532,02.03.2014,1301
1533,01.31.2014,1320
1534,01.30.2014,1308
1535,01.29.2014,1332
1536,01.28.2014,1346
1537,01.27.2014,1364
1538,01.24.2014,1381
1539,01.23.2014,1391
1540,01.22.2014,1395
1541,01.21.2014,1394
1542,01.20.2014,1395
1543,01.17.2014,1397
1544,01.16.2014,1401
1545,01.15.2014,1388
1546,01.14.2014,1401
1547,01.13.2014,1395
1548,01.10.2014,1388
1549,01.09.2014,1390
1550,01.08.2014,1388
1551,01.06.2014,1442
1552,12.30.2013,1445
1553,12.27.2013,1448
1554,12.26.2013,1447
1555,12.25.2013,1454
1556,12.24.2013,1453
1557,12.23.2013,1429
1558,12.20.2013,1431
1559,12.19.2013,1423
1560,12.18.2013,1414
1561,12.17.2013,1407
1562,12.16.2013,1391
1563,12.13.2013,1393
1564,12.12.2013,1409
1565,12.11.2013,1409
1566,12.10.2013,1412
1567,12.09.2013,1390
1568,12.06.2013,1362
1569,12.05.2013,1364
1570,12.04.2013,1372
1571,12.03.2013,1398
1572,12.02.2013,1402
1573,11.29.2013,1406
1574,11.28.2013,1404
1575,11.27.2013,1416
1576,11.26.2013,1433
1577,11.25.2013,1444
1578,11.22.2013,1425
1579,11.21.2013,1447
1580,11.20.2013,1455
1581,11.19.2013,1462
1582,11.18.2013,1444
1583,11.15.2013,1434
1584,11.14.2013,1406
1585,11.13.2013,1437
1586,11.12.2013,1427
1587,11.11.2013,1435
1588,11.08.2013,1468
1589,11.07.2013,1458
1590,11.06.2013,1460
1591,11.05.2013,1475
1592,11.01.2013,1480
1593,10.31.2013,1493
1594,10.30.2013,1491
1595,10.29.2013,1493
1596,10.28.2013,1492
1597,10.25.2013,1493
1598,10.24.2013,1494
1599,10.23.2013,1518
1600,10.22.2013,1514
1601,10.21.2013,1516
1602,10.18.2013,1491
1603,10.17.2013,1500
1604,10.16.2013,1495
1605,10.15.2013,1473
1606,10.14.2013,1477
1607,10.11.2013,1484
1608,10.10.2013,1461
1609,10.09.2013,1471
1610,10.08.2013,1444
1611,10.07.2013,1443
1612,10.04.2013,1427
1613,10.03.2013,1421
1614,10.02.2013,1438
1615,10.01.2013,1422
1616,09.30.2013,1432
1617,09.27.2013,1451
1618,09.26.2013,1452
1619,09.25.2013,1446
1620,09.24.2013,1451
1621,09.23.2013,1462
1622,09.20.2013,1478
1623,09.19.2013,1429
1624,09.18.2013,1439
1625,09.17.2013,1436
1626,09.16.2013,1396
1627,09.13.2013,1401
1628,09.12.2013,1394
1629,09.11.2013,1390
1630,09.10.2013,1380
1631,09.09.2013,1345
1632,09.06.2013,1339
1633,09.05.2013,1298
1634,09.04.2013,1293
1635,09.03.2013,1291
1636,09.02.2013,1290
1637,08.30.2013,1300
1638,08.29.2013,1299
1639,08.28.2013,1304
1640,08.27.2013,1324
1641,08.26.2013,1330
1642,08.23.2013,1329
1643,08.22.2013,1312
1644,08.21.2013,1317
1645,08.20.2013,1322
1646,08.19.2013,1323
1647,08.16.2013,1327
1648,08.15.2013,1356
1649,08.14.2013,1338
1650,08.13.2013,1326
1651,08.12.2013,1325
1652,08.09.2013,1303
1653,08.08.2013,1301
1654,08.07.2013,1304
1655,08.06.2013,1333
1656,08.05.2013,1336
1657,08.02.2013,1331
1658,08.01.2013,1313
1659,07.31.2013,1326
1660,07.30.2013,1341
1661,07.29.2013,1348
1662,07.26.2013,1353
1663,07.25.2013,1369
1664,07.24.2013,1379
1665,07.23.2013,1380
1666,07.22.2013,1382
1667,07.19.2013,1377
1668,07.18.2013,1393
1669,07.17.2013,1368
1670,07.16.2013,1354
1671,07.15.2013,1348
1672,07.12.2013,1322
1673,07.11.2013,1275
1674,07.10.2013,1282
1675,07.09.2013,1277
1676,07.08.2013,1268
1677,07.05.2013,1280
1678,07.04.2013,1264
1679,07.03.2013,1274
1680,07.02.2013,1276
1681,07.01.2013,1275
1682,06.28.2013,1262
1683,06.27.2013,1261
1684,06.26.2013,1243
1685,06.25.2013,1233
1686,06.24.2013,1245
1687,06.21.2013,1243
1688,06.20.2013,1291
1689,06.19.2013,1314
1690,06.18.2013,1314
1691,06.17.2013,1293
1692,06.14.2013,1261
1693,06.13.2013,1263
1694,06.11.2013,1300
1695,06.10.2013,1314
1696,06.07.2013,1286
1697,06.06.2013,1301
1698,06.05.2013,1322
1699,06.04.2013,1319
1700,06.03.2013,1331
1701,05.31.2013,1350
1702,05.30.2013,1360
1703,05.29.2013,1399
1704,05.28.2013,1385
1705,05.27.2013,1388
1706,05.24.2013,1400
1707,05.23.2013,1461
1708,05.22.2013,1433
1709,05.21.2013,1417
1710,05.20.2013,1405
1711,05.17.2013,1380
1712,05.16.2013,1391
1713,05.15.2013,1412
1714,05.14.2013,1422
1715,05.13.2013,1429
1716,05.10.2013,1452
1717,05.08.2013,1451
1718,05.07.2013,1432
1719,05.06.2013,1429
1720,05.03.2013,1387
1721,05.02.2013,1407
1722,04.30.2013,1387
1723,04.29.2013,1382
1724,04.26.2013,1387
1725,04.25.2013,1375
1726,04.24.2013,1333
1727,04.23.2013,1329
1728,04.22.2013,1336
1729,04.19.2013,1327
1730,04.18.2013,1327
1731,04.17.2013,1356
1732,04.16.2013,1366
1733,04.15.2013,1405
1734,04.12.2013,1433
1735,04.11.2013,1453
1736,04.10.2013,1439
1737,04.09.2013,1419
1738,04.08.2013,1411
1739,04.05.2013,1419
1740,04.04.2013,1425
1741,04.03.2013,1440
1742,04.02.2013,1445
1743,04.01.2013,1460
1744,03.29.2013,1454
1745,03.28.2013,1446
1746,03.27.2013,1445
1747,03.26.2013,1458
1748,03.25.2013,1470
1749,03.22.2013,1485
1750,03.21.2013,1489
1751,03.20.2013,1478
1752,03.19.2013,1494
1753,03.18.2013,1537
1754,03.15.2013,1535
1755,03.14.2013,1531
1756,03.13.2013,1542
1757,03.12.2013,1539
1758,03.11.2013,1532
1759,03.07.2013,1529
1760,03.06.2013,1523
1761,03.05.2013,1498
1762,03.04.2013,1509
1763,03.01.2013,1534
1764,02.28.2013,1530
1765,02.27.2013,1531
1766,02.26.2013,1565
1767,02.25.2013,1551
1768,02.22.2013,1545
1769,02.21.2013,1582
1770,02.20.2013,1592
1771,02.19.2013,1578
1772,02.18.2013,1577
1773,02.15.2013,1588
1774,02.14.2013,1612
1775,02.13.2013,1582
1776,02.12.2013,1581
1777,02.11.2013,1590
1778,02.08.2013,1595
1779,02.07.2013,1602
1780,02.06.2013,1614
1781,02.05.2013,1612
1782,02.04.2013,1628
1783,02.01.2013,1621
1784,01.31.2013,1618
1785,01.30.2013,1623
1786,01.29.2013,1635
1787,01.28.2013,1618
1788,01.25.2013,1604
1789,01.24.2013,1605
1790,01.23.2013,1589
1791,01.22.2013,1600
1792,01.21.2013,1603
1793,01.18.2013,1585
1794,01.17.2013,1571
1795,01.16.2013,1576
1796,01.15.2013,1590
1797,01.14.2013,1571
1798,01.11.2013,1572
1799,01.10.2013,1568
1800,01.09.2013,1576
1801,01.08.2013,1526
1802,12.28.2012,1535
1803,12.27.2012,1526
1804,12.26.2012,1513
1805,12.25.2012,1515
1806,12.24.2012,1512
1807,12.21.2012,1528
1808,12.20.2012,1517
1809,12.19.2012,1511
1810,12.18.2012,1491
1811,12.17.2012,1500
1812,12.14.2012,1499
1813,12.13.2012,1506
1814,12.12.2012,1484
1815,12.11.2012,1480
1816,12.10.2012,1473
1817,12.07.2012,1467
1818,12.06.2012,1469
1819,12.05.2012,1443
1820,12.04.2012,1451
1821,12.03.2012,1437
1822,11.30.2012,1420
1823,11.29.2012,1397
1824,11.28.2012,1417
1825,11.27.2012,1426
1826,11.26.2012,1432
1827,11.23.2012,1419
1828,11.22.2012,1420
1829,11.21.2012,1403
1830,11.20.2012,1399
1831,11.19.2012,1376
1832,11.16.2012,1381
1833,11.15.2012,1367
1834,11.14.2012,1363
1835,11.13.2012,1404
1836,11.12.2012,1397
1837,11.09.2012,1410
1838,11.08.2012,1426
1839,11.07.2012,1448
1840,11.06.2012,1444
1841,11.02.2012,1443
1842,11.01.2012,1433
1843,10.31.2012,1429
1844,10.30.2012,1435
1845,10.29.2012,1441
1846,10.26.2012,1456
1847,10.25.2012,1462
1848,10.24.2012,1457
1849,10.23.2012,1499
1850,10.22.2012,1494
1851,10.19.2012,1512
1852,10.18.2012,1513
1853,10.17.2012,1488
1854,10.16.2012,1466
1855,10.15.2012,1472
1856,10.12.2012,1490
1857,10.11.2012,1483
1858,10.10.2012,1493
1859,10.09.2012,1492
1860,10.08.2012,1508
1861,10.05.2012,1483
1862,10.04.2012,1492
1863,10.03.2012,1507
1864,10.02.2012,1513
1865,10.01.2012,1475
1866,09.28.2012,1474
1867,09.27.2012,1459
1868,09.26.2012,1510
1869,09.25.2012,1509
1870,09.24.2012,1522
1871,09.21.2012,1516
1872,09.20.2012,1517
1873,09.19.2012,1547
1874,09.18.2012,1582
1875,09.17.2012,1589
1876,09.14.2012,1484
1877,09.13.2012,1482
1878,09.12.2012,1480
1879,09.11.2012,1476
1880,09.10.2012,1471
1881,09.07.2012,1437
1882,09.06.2012,1390
1883,09.05.2012,1405
1884,09.04.2012,1406
1885,09.03.2012,1386
1886,08.31.2012,1384
1887,08.30.2012,1410
